index,RNASEQ.SET.1.KO3P1.RPKM,RNASEQ.SET.1.KO3P2.RPKM,RNASEQ.SET.1.KOSS1.RPKM,RNASEQ.SET.1.KOSS2.RPKM,RNASEQ.SET.1.WT3P1.RPKM,RNASEQ.SET.1.WT3P2.RPKM,RNASEQ.SET.1.WTSS1.RPKM,RNASEQ.SET.1.WTSS2.RPKM,RNASEQ.SET.2.KO3P1.RPKM,RNASEQ.SET.2.KO3P2.RPKM,RNASEQ.SET.2.KOSS1.RPKM,RNASEQ.SET.2.KOSS2.RPKM,RNASEQ.SET.2.WT3P1.RPKM,RNASEQ.SET.2.WT3P2.RPKM,RNASEQ.SET.2.WTSS1.RPKM,RNASEQ.SET.2.WTSS2.RPKM,genename,V1,V2,V3
ENSG00000165349.7,0,0.006676197,0,0,3.648946359,4.435800248,4.075840464,4.475940995,0,0,0,0,18.58406701,16.82510434,18.11181502,18.87898019,SLC7A3,1.244732452,-9.024219665,0.940367063
ENSG00000230916.2,2.049821834,2.37964867,2.087459633,2.191804104,35.05905768,30.46462159,42.75885417,39.71219875,5.148382371,6.08239901,4.162824512,5.354982342,61.30798609,44.36727974,57.50287306,63.34946686,RP11-10B2.1,-0.152432661,-6.852713315,0.532407653
ENSG00000104722.9,11.1479499,9.929046636,8.958340773,12.80174693,61.92247344,89.19926633,87.65357109,90.97852179,2.125658199,2.230506336,2.454633276,2.963305896,19.92947351,38.28909831,22.57911016,43.85398323,NEFM,0.359474017,-6.806666175,0.457486616
ENSG00000162772.12,54.74979077,39.48686852,27.47763566,44.94834594,57.23450027,74.73893098,42.95186623,39.06346933,7.126263626,11.17174639,7.492748145,9.503041157,62.27690589,138.0958046,52.27581035,113.9198444,ATF3,-0.592708533,-6.231908068,1.912676242
ENSG00000067445.16,0.09644366,0.090063047,0.1086312,0.073804356,5.276653492,7.11302231,6.334609406,6.211292952,0.052277332,0.046892958,0.066656305,0.129615242,7.206880612,7.135318351,7.157185732,7.003719348,TRO,1.356676239,-6.123302461,0.731899161
ENSG00000197172.6,0.010535559,0,0,0.024187286,16.52013218,24.81666841,22.14387964,20.42428311,0,0,0,0,6.363728565,6.301278273,7.340000182,5.916697388,MAGEA6,1.424917781,-6.109035295,0.580615979
ENSG00000187026.2,2.453468257,1.615260284,2.243321425,2.765101528,4.859757214,4.691321617,4.58019078,5.286445659,0.398971095,0,0,1.187039955,7.168748189,9.158869495,8.946762619,7.990671388,KRTAP21-2,1.202250338,-5.952997044,0.572483294
ENSG00000130513.6,1.297857669,1.166543022,1.316054485,1.381839235,3.90260406,3.219511955,3.997452225,4.300425639,0.462630594,0.075451151,0.107250538,0.417103961,5.107420682,7.639864474,6.15508749,9.607142435,GDF15,1.29922971,-5.917731437,-0.057326372
ENSG00000221867.4,0,0,0.006455432,0.020334347,12.5116128,18.62979704,17.06507692,15.79434117,0,0,0,0,6.478913464,5.376576976,6.544753198,5.10283386,MAGEA3,1.434461986,-5.790892843,0.69777148
ENSG00000187479.4,8.866811535,6.933116382,8.192506761,8.829888291,11.03585543,7.731116629,7.381031769,8.165326382,1.886412004,1.924370001,1.509190876,1.83416765,5.866920936,24.32900748,8.643754955,34.95833411,C11orf96,0.661974124,-5.703373498,-0.362934027
ENSG00000130066.12,25.82722229,21.47773653,18.93811942,23.87434724,55.2746506,64.21793104,57.50530584,54.45525372,8.573566206,9.140372322,9.766883118,9.827056151,70.79883499,107.4916577,51.6726343,80.18855653,SAT1,-0.612435308,-5.661622687,1.885032968
ENSG00000099399.5,0,0,0.008885241,0,1.925045847,2.65577923,3.064895657,2.657781774,0,0,0,0,5.809925712,3.428083478,5.662285855,4.308550696,MAGEB2,1.488557626,-5.383843346,0.229283136
ENSG00000101160.9,0,0.007419816,0.035096266,0.01105518,2.617134471,3.162562048,2.92293535,3.262488822,0.129205556,0,0,0.085426493,4.856632221,4.341640999,4.981462788,5.222134658,CTSZ,1.454701132,-5.339675427,0.20454106
ENSG00000101255.6,10.06687654,9.427908549,9.991345046,9.629706815,10.35846289,10.39578579,11.23433537,11.65667967,8.961962657,8.172449958,10.55380942,8.29746834,43.24123972,40.6829732,52.99182258,58.95497365,TRIB3,-0.400924172,-5.237294993,-0.509700611
ENSG00000184324.11,1.3230152,1.186828051,0.066044497,0.041607492,41.08561277,35.68859247,19.93555962,20.7482792,0,0.290796957,0,0,6.126315834,4.934442516,4.591427966,5.089015343,CSAG2,1.391683056,-5.114679598,1.102058293
ENSG00000197463.8,1.3230152,1.186828051,0.066044497,0.041607492,41.08561277,35.68859247,19.93555962,20.7482792,0,0.290796957,0,0,6.126315834,4.934442516,4.591427966,5.089015343,CSAG3,1.391683056,-5.114679598,1.102058293
ENSG00000116717.7,9.391719959,7.703311389,7.501780237,10.3232833,17.92932949,24.45312233,21.01343036,20.38466019,4.199898719,4.490346339,3.678242456,4.207327051,18.76746997,32.34964979,20.62869334,35.54796086,GADD45A,0.108757938,-5.083991221,0.458684184
ENSG00000184750.11,0.008809581,0.013574134,0.006420663,0.020224827,9.618933246,16.0241988,12.94270301,11.29688779,0,0,0,0,4.784195226,3.853431159,3.812709006,3.966450012,MAGEA2,1.486081538,-4.852167031,0.756152915
ENSG00000253414.2,18.28074388,14.43963178,18.7931559,17.93601078,40.93802089,29.24050641,39.10859555,41.21980344,4.302629456,2.470063563,5.266632278,4.949879027,22.81978802,16.14709473,19.09381331,26.64404047,RP11-150O12.6,0.19535186,-4.819037012,-0.498533832
ENSG00000185437.9,14.96697693,15.25307769,14.53488738,14.98011649,8.340717428,9.115592369,10.84359942,10.48015251,12.74038801,13.48208607,11.37874399,14.44033443,56.31158767,76.17963285,58.06812731,81.80344199,SH3BGR,-0.737684088,-4.787185212,0.610489372
ENSG00000265660.1,0,0,0,0,1.015173211,0.593326103,0,0.309066714,0,0,0,0,1.53193259,1.233895462,2.918143478,5.353476073,MIR4664,1.703547126,-4.747527174,-2.295408797
ENSG00000118508.4,6.660853838,6.945740651,7.616922163,7.460784001,24.47982731,22.94958064,19.8226247,20.57338009,4.183131613,3.88167343,3.310578219,4.29168102,19.12586999,23.61130445,21.62111729,24.36117542,RAB32,0.166950823,-4.733064947,0.40372298
ENSG00000183305.9,0.008127431,0.012523052,0.005923494,0.018658763,8.874113156,14.84445402,12.01414554,10.49483059,0,0,0,0,4.503818381,3.555049533,3.689065027,3.73801202,MAGEA2B,1.498406852,-4.732803798,0.665287829
ENSG00000087074.7,97.56125699,85.5374272,20.18828458,25.16010285,173.1517458,175.6414073,20.47632123,19.5741253,10.18775851,9.927571182,8.756435981,9.174965573,92.55587035,121.9354405,34.69882989,57.48149975,PPP1R15A,-0.698308418,-4.687476922,3.779685167
ENSG00000006327.9,12.09740409,11.04661289,10.96889738,13.58167153,17.33027385,15.52376104,12.59712835,12.43240927,2.517317623,2.726693543,1.816817141,2.732076086,7.180519533,18.39358884,9.305530042,24.68161046,TNFRSF12A,0.523727564,-4.617029301,-0.136028259
ENSG00000237310.1,4.47076438,4.144434582,6.278410044,4.965045131,13.4366321,9.712418676,10.75696222,10.6061394,1.462894015,1.749628357,2.072517332,1.934435482,12.28666676,13.95215868,10.35940935,12.66989337,GS1-124K5.4,0.616032476,-4.552490657,0.954643871
ENSG00000006757.7,0,0,0,0.006547648,2.967436952,2.815755669,2.941259665,3.22683254,0,0,0,0,4.077585177,3.055155284,3.311639141,3.39668022,PNPLA4,1.51955843,-4.490421589,0.551557258
ENSG00000118640.6,9.417352906,8.12594299,9.652423267,8.488747902,51.47338352,40.0623973,36.17751998,37.76982559,3.45774949,3.181142467,4.521855996,3.165439879,23.62116262,19.20265392,16.11463676,19.86869642,VAMP8,0.215327369,-4.445806813,0.891416608
ENSG00000184351.7,27.70975914,23.38461928,29.69554839,35.95805118,50.61775159,50.83179024,76.66043227,75.37639587,4.076175274,4.143856635,4.157867588,4.716309418,19.69932512,22.78313478,20.52638385,23.53540564,KRTAP19-1,0.120164817,-4.413819744,0.440385402
ENSG00000237512.2,0.416430256,0.278048958,0.202337172,0.350544591,1.801082883,1.042726567,1.047967771,0.651794159,0,0,0,0.123125314,1.538433011,2.973914946,2.344420786,4.97297795,UNC5B-AS1,1.596382885,-4.395558615,-0.771079858
ENSG00000143333.6,8.16003122,7.60752207,5.593601538,7.61226809,16.43295079,20.2819984,18.78079149,18.86058292,4.267527659,3.763106726,3.504578133,4.913800884,21.10809961,21.33312215,19.29317275,21.96480279,RGS16,0.140643799,-4.37002726,0.645826299
ENSG00000267184.1,4.771385782,4.92913565,4.74206787,3.236419223,7.433386166,6.284011818,8.105017483,5.334389032,1.454811728,0,1.236640176,2.404684991,5.408314504,3.872113935,9.157488926,5.774951399,RP1-200G19.1,1.057717535,-4.32809236,-1.62309534
ENSG00000233320.2,0.431379034,0.166171271,0.275100732,0.247587438,2.046150401,3.066876545,2.808956692,2.953964556,0.482272752,0.432600418,0,0.717441731,2.689299245,3.128806349,4.553586527,5.743220897,H2BFXP,1.359457877,-4.317224983,-0.978053659
ENSG00000175197.6,53.68471799,47.77804902,54.03931191,56.55565454,48.74497516,37.49513729,44.10257605,37.96378217,13.03937789,10.82749637,11.97063491,12.34064741,61.12385026,43.05959978,56.98554548,49.52874276,DDIT3,-0.634368786,-4.306170355,0.301976473
ENSG00000116761.7,2.154661435,2.073423714,2.062229847,2.314645116,3.901449988,6.160121008,6.126192112,6.008620529,12.47156538,12.71995761,12.0539119,11.32293843,53.6626975,52.18651982,56.13134808,53.84967108,CTH,-0.654447414,-4.306062288,0.467060734
ENSG00000235946.1,0.316576549,0.121948271,0.230729646,0.181697233,1.550049419,2.590418701,2.360167094,2.566001469,0.353925971,0.317472887,0,0.526509657,2.85075359,2.649392473,4.594899308,4.597945175,LL0XNC01-240C2.1,1.413199858,-4.283724505,-0.86998993
ENSG00000107796.8,1.919330305,1.788413498,1.847818991,1.801245646,5.675065309,6.165142355,5.928284788,5.973451946,2.232761926,1.404557948,1.848627947,1.898009046,12.61225374,10.10065928,8.966518828,11.14423228,ACTA2,0.649219706,-4.261555739,0.637521163
ENSG00000130766.4,8.776495775,8.951207948,8.840827701,8.528035669,18.66119444,20.46528299,21.13952212,20.16434305,26.58882954,20.47566809,24.69734815,19.28553185,92.7340509,75.91047806,100.8639856,90.51103236,SESN2,-1.10893148,-4.25399878,-0.084887919
ENSG00000252817.1,2.039246344,1.178305374,2.415170065,3.2186367,0.936068805,4.10319675,2.116894898,2.279868748,1.139917414,0,0,0,2.825122439,4.550991054,10.7630227,1.234080523,AL590431.1,1.390152517,-4.197601499,0.036859771
ENSG00000210112.1,1.731859946,1.334257556,3.576309519,1.325320994,5.299801324,4.026764653,3.486650421,3.872424123,3.872366511,0,0,3.840423383,7.997589258,9.018324183,6.093770205,6.987073551,MT-TM,0.870904761,-4.061724551,0.909481456
ENSG00000153363.8,8.370327281,7.552171619,7.079217018,7.604350332,16.27286774,14.74655537,17.96102045,16.36397241,7.406213714,6.643400717,6.125387598,7.841411788,34.97417825,25.27304923,29.76705993,29.5799392,LINC00467,-0.21533402,-4.058136101,0.48166629
ENSG00000253161.1,2.862916968,2.722282829,2.340344468,2.960638226,6.803617047,7.846757201,7.574644951,7.237684509,1.672428112,1.344983691,1.764771657,1.487049615,7.003407991,8.058423712,8.712249649,8.928029331,RP11-150O12.1,0.794536655,-4.055120566,-0.188165099
ENSG00000230798.1,5.036921587,4.706718709,5.932884334,5.371499658,13.18632687,11.21155487,11.06463112,11.28067921,2.179808963,1.824943485,1.852912846,1.945644959,8.103517592,7.904898161,8.91869679,11.56337537,RP4-792G4.2,0.696674704,-4.010509359,-0.413005246
ENSG00000233101.6,4.596565726,4.363363969,5.309314706,5.358786141,15.93763568,10.77927446,12.24656343,11.9870386,2.752963123,1.728592574,2.340113663,1.865673531,8.528532193,8.838509938,10.28901085,10.9280314,HOXB-AS3,0.643724412,-3.986581659,-0.437304216
ENSG00000224163.3,11.42558226,11.01539897,10.02529693,10.84392722,9.961902976,11.16514307,10.28845342,11.23947489,3.425312816,3.07251809,2.547679842,3.82168961,4.244574201,16.66661724,9.432958105,24.10369959,RP11-309L24.6,0.464270385,-3.921548404,-1.223695476
ENSG00000182916.7,0.633691037,0.526750222,0.607699154,0.957113717,1.122699346,1.395853848,1.90106874,2.162679233,1.193184583,2.006795482,1.141029083,1.848971892,7.392843766,5.954567734,8.977567999,8.315626703,TCEAL7,0.812613448,-3.842396293,-0.165827798
ENSG00000163661.3,3.227448965,2.657969434,1.474766812,2.624682092,3.802015547,6.177778666,2.72686616,2.62419944,2.488427964,3.733742989,1.269149789,2.423030011,6.16721316,18.55995024,7.262266347,18.51502459,PTX3,0.517646319,-3.814601821,0.772017315
ENSG00000204710.2,8.536386025,7.751529268,8.617787216,8.662062642,31.25046657,25.82405462,27.16931,29.22879157,1.771415558,2.224552704,1.80691723,2.196003953,12.07305099,9.459035139,8.780932242,10.45170316,SPDYC,0.605934503,-3.809780006,0.847932048
ENSG00000249166.1,0.094591547,0.182187779,0.241293172,0,0.57893412,0.203017606,0.285653287,0.475888266,0,0,0,0,3.145076065,2.322102062,0.998497287,4.350505555,RP11-1C1.6,1.566699009,-3.802699792,0.646569841
ENSG00000272405.1,0.322864848,0.290980233,0.230872868,0.3006858,1.357135137,1.261692673,1.214159457,1.164611724,0.163451845,0.342106103,0.138939709,0.162103532,2.092975562,3.453145679,2.829385545,3.951968603,RP11-284F21.10,1.444081443,-3.800656151,-0.049782531
ENSG00000084207.11,41.41709324,39.04118474,47.67917272,40.91765055,324.7534708,237.4383186,236.2454706,253.1110284,46.5998239,33.45652978,41.39436175,34.7746181,140.0130681,106.311151,137.981951,137.2297542,GSTP1,-1.52025416,-3.799181337,-0.14514874
ENSG00000123689.5,11.08310372,11.12292154,12.47165675,13.45063073,7.657172536,6.226498409,7.665799539,8.083200931,18.54800957,20.36518919,16.54184734,19.4001988,54.00681522,76.07407216,49.04570246,94.69501715,G0S2,-0.954483468,-3.737979183,0.433027682
ENSG00000225667.1,13.47328331,10.97810031,13.7394942,12.66542633,29.25170945,23.91908704,19.50652869,22.43964035,3.967170211,4.448207687,6.322934232,0.983611262,13.82634075,13.85866767,11.12026992,16.91108649,LINC00505,0.322065684,-3.733082149,0.159526204
ENSG00000163993.6,0.107339236,0.070882433,0.089407738,0.035203839,0.131390908,0.131644229,0.219958611,0.257153164,0.480012099,0.123020744,0,0.340037487,2.209334032,1.437295417,2.589852337,3.934595793,S100P,1.520485418,-3.728128507,-1.243934378
ENSG00000253948.1,5.526760074,5.212967681,5.232705506,6.699846393,12.8980428,13.52471237,12.04958859,14.66765558,0.230983266,0.828771327,0.589031242,1.832623088,5.438360695,5.533047018,7.088016922,4.251082644,RP11-410L14.2,1.049972635,-3.69476039,0.673037407
ENSG00000175868.9,5.439134099,5.027725578,4.458350805,5.05318604,7.548862723,7.618445808,5.514035352,5.150117528,4.146786185,3.479702829,3.183790912,2.98493664,12.79126747,14.46387492,12.63021714,15.47130109,CALCB,0.319455611,-3.687753847,0.308424194
ENSG00000260953.1,0,0,0,0,0,0,0,0,0,0.280689041,0,0,1.938809517,1.249291662,3.693194063,2.201986816,RP11-426C22.6,1.604933736,-3.658356168,-0.972649712
ENSG00000100097.7,9.37631181,8.654665484,10.11389443,10.41444231,30.3218721,22.30884551,22.98920893,24.3198101,2.316137931,2.579070008,3.258698771,2.693072145,10.29280277,10.04406624,9.803262713,13.14256455,LGALS1,0.498709271,-3.654314084,-0.070244165
ENSG00000109255.7,9.038828697,9.755361402,11.97238387,8.804209311,26.66243981,23.00736065,22.63014926,22.66394139,5.401454825,4.037603901,4.820994162,5.714024808,17.84897869,16.53293365,15.93755284,21.3438973,NMU,0.093516666,-3.640305497,0.003546006
ENSG00000270672.1,19.99398596,18.75829041,19.65363738,20.55300836,40.08168564,31.33987838,32.5756038,31.16404901,4.792064708,7.835239636,5.414039747,7.459675182,22.92605407,25.48885228,20.18903549,29.0917213,MTRNR2L6,-0.130386864,-3.614339717,0.739616868
ENSG00000167642.8,0.577619763,0.584619872,0.654865678,0.732380692,9.783140339,9.099378756,8.764409056,9.517816167,0.303890274,0.333166392,0.215264351,0.334870539,3.472851992,2.96571604,3.108420578,3.399596317,SPINT2,1.364587762,-3.58211404,0.325921076
ENSG00000177606.5,238.2161796,185.8393244,151.809547,255.168788,197.5524216,311.3415747,259.7680549,272.5357916,40.14699203,68.98941083,40.64155938,60.31349653,99.49858351,258.4934826,116.4770687,296.2889473,JUN,-1.786243552,-3.578358211,0.584158955
ENSG00000100219.12,23.01139316,24.34035945,18.76499526,22.24026937,28.92930741,41.88268973,36.36542996,34.69110554,40.95909994,34.37430349,39.69541452,37.60266594,125.2547143,121.110018,128.8425879,125.9980727,XBP1,-1.525098205,-3.565439426,0.280821908
ENSG00000272543.1,0.233663644,1.62016989,0.681201813,0.268219725,1.144084095,1.755256387,1.764079082,0.522469921,0,0,0,0,1.294847785,2.0858709,2.466526035,2.262480959,MIR4787,1.636612088,-3.561890071,-0.472218991
ENSG00000199961.1,0.467327287,0.720075507,0.170300453,1.877538075,0,0.250750912,0.352815816,1.044939843,0,0,0,2.072609445,0,1.04293545,4.93305207,3.393721439,SNORD1B,1.631244697,-3.545392129,-4.004604228
ENSG00000219693.3,0.672183084,0.414290017,0.391924331,0.617272792,0.329120082,1.947613252,1.471676933,1.202396531,2.104162625,0.539269014,0.766547506,1.490575286,3.352414127,6.30047306,5.676388684,5.857656182,RP11-262H14.11,1.002650622,-3.528487102,-0.479785288
ENSG00000038002.4,1.115296225,1.271909072,1.165810056,1.212854502,2.038822012,2.976389896,3.484369434,3.084428037,1.935941986,2.648970036,2.426588517,2.245391466,12.80810182,10.28353848,10.92094742,8.667627989,AGA,0.520544989,-3.506115397,1.010183681
ENSG00000225177.1,9.572548282,9.556346334,11.12759913,8.661298594,16.36509143,11.17033655,11.24730552,12.75254862,13.30993735,9.034966106,13.02628107,10.34605862,33.07593144,31.38038893,34.64458208,40.03478602,RP11-390P2.4,-0.489110542,-3.501899196,-0.38728388
ENSG00000158296.9,0.764504318,0.725492323,0.643281351,0.711844927,1.546292195,1.619694961,1.528396701,1.537015325,0.660283156,0.500144515,0.486428341,0.480213422,3.527388749,3.383002251,3.983056085,3.796520205,SLC13A3,1.252840417,-3.493130989,-0.04417787
ENSG00000105696.4,7.698620883,6.996468603,7.256122283,7.395755463,22.79062571,20.1968115,18.29993568,20.53151602,3.041660824,3.238078376,2.727578027,2.983421059,10.43767628,12.67726563,9.78344828,13.93157544,TMEM59L,0.412157069,-3.46164034,0.412961958
ENSG00000166173.9,8.639935052,7.943617772,7.4559263,8.242154485,13.68556291,14.9507851,14.42436106,13.60372791,5.055317293,6.029573674,4.816635216,6.253246344,17.03790218,19.6283092,17.17826107,22.58328304,LARP6,0.005587618,-3.39122678,0.307135394
ENSG00000250746.1,18.80714024,18.73106476,17.14264067,21.01893378,22.90448572,28.22063162,31.56715319,29.4325569,17.06828214,13.77928021,17.41035464,15.2770561,48.54074009,48.46683788,47.94437384,52.52431489,RP11-39C10.1,-0.787590698,-3.38892393,0.141420776
ENSG00000133134.7,26.95477031,28.84159574,30.33780932,27.20514353,47.70422076,48.59194468,49.3186109,49.61598289,37.69191212,27.98512704,38.63764454,32.71762052,103.9577793,90.2884118,113.6363781,98.41792173,BEX2,-1.396119043,-3.375388256,-0.08974861
ENSG00000079337.11,0.171814367,0.192880584,0.180082614,0.15965726,0.29844428,0.261642219,0.226072727,0.219528837,0.702481828,0.525107302,0.559812935,0.638629805,2.792855513,3.73213516,3.627304649,4.293715428,RAPGEF3,1.235914648,-3.375157685,-0.266490117
ENSG00000133169.5,3.203139113,3.797898245,3.377625657,3.494306972,6.506978292,6.045883112,6.294332168,5.638321235,5.18108297,4.009564985,3.108775998,3.324810984,13.72178972,12.37037325,13.42886397,14.29762273,BEX1,0.269490753,-3.366569614,0.17063271
ENSG00000127990.11,2.250216666,2.499484709,1.932077698,2.069935969,4.093907516,5.846719745,5.049962074,4.721306522,2.412310508,2.534797266,2.46065662,2.324056763,9.437594925,10.73154781,8.215943024,10.70747761,SGCE,0.532910498,-3.355189463,0.602078062
ENSG00000185222.7,15.02525451,16.54268356,14.35744697,18.33683171,42.94386459,61.26741638,50.51189359,48.19212977,20.50187233,21.69475308,21.44374684,18.82368103,80.78148916,75.53669343,69.94491713,60.60393796,WBP5,-1.070595916,-3.337609188,1.136655604
ENSG00000229953.1,0.12947062,0.079797286,0.075489383,0.118894232,0.507140179,0.694692502,0.997007228,0.40529329,0.11579636,0,0,0,2.582862599,3.351702844,1.640012034,2.256511352,RP11-284F21.7,1.513138724,-3.292614171,1.335793622
ENSG00000115902.6,0.763725527,0.638510534,0.564870332,0.616916964,1.201461421,1.35685189,1.488446492,1.381958919,4.642300939,3.426639195,4.161163203,3.688223292,12.83763485,11.27434414,14.2126498,12.81779096,SLC1A4,0.278802959,-3.252286112,-0.203776049
ENSG00000256045.1,15.09287877,13.88056345,12.9142738,13.8478901,25.01165827,24.29487788,22.93460173,26.38729444,4.932862959,6.461606957,3.394417325,7.066470382,19.40539053,25.16442288,15.52525219,21.36137241,MTRNR2L10,-0.035810438,-3.249259296,1.461562667
ENSG00000265962.1,1.367703576,1.478883681,1.57392595,1.569970713,3.172106024,2.703695658,3.115820853,3.272782246,0.107302739,0.385003795,1.368165476,1.064175999,3.324181354,3.10585667,3.292721798,4.298160649,RP11-674N23.1,1.222734909,-3.23081975,-0.380699036
ENSG00000242992.2,20.01817139,20.80927065,22.06576506,18.70068665,36.40794197,27.99522846,33.12002651,30.8323389,14.76120905,12.52898426,10.52374081,10.23186941,32.45314701,28.67412401,28.47432587,46.91068115,FTH1P4,-0.517695379,-3.224469943,-0.285071143
ENSG00000264107.1,1.515964126,1.290867067,1.686389854,1.419601959,2.539308602,2.183367701,1.746868554,1.516437089,0.356803418,0.320053968,1.364828487,0,2.21071573,1.95868365,2.105571006,4.055910988,RP11-848P1.5,1.40010093,-3.21179089,-1.085678679
ENSG00000252311.1,0.471065905,0.362918055,0.228883809,0.901218276,0.96103064,0.842523066,1.6596456,0.351099787,0.702189127,0,0,0,2.610413134,0,3.315010991,1.520387205,RNU1-103P,1.658109564,-3.191333032,-2.129591974
ENSG00000238774.1,0.841189117,0.648067956,0,1.60931835,0.686450457,1.20360438,1.481826429,1.253927811,2.507818312,0,0,0,1.553817342,0,5.919662485,1.357488576,AC009121.1,1.604088576,-3.186465148,-3.606606858
ENSG00000254682.1,7.591319431,7.093802675,7.089507693,7.58746269,23.35445783,19.4833459,17.86908341,19.23303981,2.968814325,1.389410754,1.645822587,1.920211692,6.558023191,7.085826144,6.398458715,7.825522377,RP11-660L16.2,0.726276674,-3.182373476,-0.019456757
ENSG00000267108.1,0.817822752,0.360037753,1.106952946,0.938769037,1.430105119,1.755256387,1.058447449,1.306174803,0,0,0,0.518152361,1.294847785,0.521467725,4.93305207,1.13124048,RP11-861E21.1,1.657059596,-3.181780235,-1.998604713
ENSG00000221184.1,0,0.467677906,0,0,0,0,0,0.452448179,0,1.623366517,0,0,1.121311484,0.903160596,6.407882071,1.959261862,MIR1254-1,1.524543023,-3.177959216,-1.935047146
ENSG00000242861.1,3.835306701,3.60658508,4.028486584,4.208274995,6.075481058,6.113134314,4.89684021,5.170650601,2.017784848,2.714940554,1.929585102,3.501995269,6.250989305,10.06972158,8.335156947,10.92232187,RP11-285F7.2,0.565564949,-3.166798428,0.025665491
ENSG00000226580.1,9.544999795,11.49654799,12.83552183,14.5059106,12.83568321,14.28249718,12.48388019,14.57905794,3.607135928,4.314152113,1.533095012,2.384920457,6.704828255,7.20054064,12.77187454,9.762760304,RPL39P40,0.537454128,-3.151050639,-0.747269102
ENSG00000184368.11,0.11842439,0.077719881,0.057540622,0.09566004,1.326114905,2.118074747,2.258336591,1.985969467,0.13729955,0.035188056,0,0.136166967,1.701386586,2.310072889,2.31495181,1.889866777,MAP7D2,1.553638822,-3.149514376,0.186140464
ENSG00000215895.4,22.84229018,22.34291429,22.45046547,24.45014379,28.11995266,32.14268482,34.58855057,34.78530098,21.00297836,21.61148088,25.58078535,19.58615925,58.10166988,63.78295229,60.67654047,68.4562096,RP11-334L9.1,-1.036983734,-3.133056685,0.147622798
ENSG00000133067.13,0.162743694,0.11218283,0.121733425,0.12290234,0.403662226,0.615852557,0.572296046,0.579356784,0.095760027,0.171794187,0,0.075976083,1.851154852,2.007133028,1.898735294,2.322214801,LGR6,1.553221409,-3.131678758,0.143132006
ENSG00000198171.8,32.95575703,30.35872925,31.59333693,32.19690838,67.48722262,58.01543928,50.39989344,51.18208892,18.06258877,18.479972,18.08248746,18.34123598,47.55597071,50.59375507,48.96969703,60.6868528,DDRGK1,-0.882926826,-3.123426945,0.058561882
ENSG00000174080.6,2.304362451,2.177383015,2.316697741,2.186138946,9.416175556,9.60057361,9.629825065,9.297294519,2.818697723,1.631214283,2.009540286,2.13415793,8.938742027,6.745948496,8.298974339,6.857754786,CTSF,0.653847275,-3.123046781,0.192750267
ENSG00000210140.1,0.594780184,1.832919471,4.118174597,0.682741118,1.45610703,0.957412575,2.245191559,1.662404295,1.32990365,2.385856851,0,0,4.943964269,3.982117172,6.278429908,2.879521221,MT-TC,1.103279149,-3.116114855,1.106783911
ENSG00000110080.14,1.662771853,1.579260177,1.429882605,1.747095044,5.492219032,5.584406023,4.97816633,5.183482402,1.495023915,1.09400787,1.003280465,0.975454916,4.241482568,4.771044016,4.225487453,5.728711313,ST3GAL4,0.996254265,-3.114927294,-0.033169567
ENSG00000202314.1,1.075492935,0.621435026,0.979810827,1.234545583,0.658240164,1.154141186,1.21793953,1.803594797,0,0,0,4.769840914,1.489961834,2.400180213,5.676388684,2.603402748,SNORD6,1.335647215,-3.114253119,-1.29764888
ENSG00000226824.2,0.816078994,0.870539045,0.838793277,1.297062551,1.10139439,1.773969142,1.169031511,1.707774818,1.029328412,1.175123523,2.147640561,0.649623856,4.522304203,3.362299361,4.417658571,5.673086584,RP4-756H11.3,1.018784493,-3.103386922,-0.740482734
ENSG00000163584.13,25.01989125,22.3703251,31.42109257,26.47280254,31.92761939,24.9931606,25.82684584,25.0003879,11.01887496,16.58611577,11.64387639,15.5686295,40.07459257,55.32848786,40.26184888,43.99873762,RPL22L1,-0.723991131,-3.094126464,1.181986417
ENSG00000105550.4,0.19448224,0.149832785,0.305294715,0.12020823,0.164810895,0.096325046,0.124238496,0.133803273,0.535205127,0.60010119,0.853017804,0.464441446,3.150269915,2.604158943,3.000438683,3.911057024,FGF21,1.256883034,-3.084929069,-0.359140564
ENSG00000227258.1,1.545774873,1.689407919,1.676804463,2.187022373,1.496109971,1.273043094,2.008336185,2.290829655,0.482272752,0,2.049742416,0.637725983,2.988110272,3.048580546,2.656258807,3.654776934,SMIM2-AS1,1.255726767,-3.078000266,-0.579488905
ENSG00000176046.7,3.650009294,3.101510272,3.520888131,3.162890029,6.307584875,4.473743718,4.59271637,4.400749383,30.1646879,24.83292025,30.60599888,25.31341964,84.17808989,72.27343017,76.30266867,78.82590908,NUPR1,-1.22997643,-3.076256915,0.252837849
ENSG00000231663.1,7.578016738,6.83758655,9.702683216,9.364833388,15.08400265,11.2824828,12.37002932,11.98318839,1.679147913,2.190838986,1.167818462,2.876421456,6.809773392,5.027855768,9.008182042,6.61037915,RP5-827C21.4,0.738239097,-3.075713081,-0.283723635
ENSG00000044574.7,84.10097434,86.5002679,78.90576048,90.43314915,103.8739361,129.3050849,137.1713226,129.152479,100.2613953,90.78099846,103.0955397,88.34153031,243.946937,256.4980714,256.8115603,285.8750058,HSPA5,-2.253326168,-3.065185937,0.117943893
