index,RNASEQ.SET.1.KO3P1.RPKM,RNASEQ.SET.1.KO3P2.RPKM,RNASEQ.SET.1.KOSS1.RPKM,RNASEQ.SET.1.KOSS2.RPKM,RNASEQ.SET.1.WT3P1.RPKM,RNASEQ.SET.1.WT3P2.RPKM,RNASEQ.SET.1.WTSS1.RPKM,RNASEQ.SET.1.WTSS2.RPKM,RNASEQ.SET.2.KO3P1.RPKM,RNASEQ.SET.2.KO3P2.RPKM,RNASEQ.SET.2.KOSS1.RPKM,RNASEQ.SET.2.KOSS2.RPKM,RNASEQ.SET.2.WT3P1.RPKM,RNASEQ.SET.2.WT3P2.RPKM,RNASEQ.SET.2.WTSS1.RPKM,RNASEQ.SET.2.WTSS2.RPKM,genename,V1,V2,V3
ENSG00000002919.10,5.829538554,6.168566965,5.672903618,5.554513639,8.301748318,8.551398839,6.616030367,6.365265831,6.450364626,4.890808053,6.57963905,4.417658401,8.264619138,6.559560732,5.630738303,6.693329693,SNX11,0.176981711,-0.405822082,0.242517977
ENSG00000030110.8,18.88315578,20.91141199,17.99670886,19.53898468,23.35808922,25.12331683,21.02794716,20.75314137,16.95847142,14.93396944,16.88365685,14.82185457,19.095435,17.38992501,19.1011606,18.06591545,BAK1,-0.608942873,-0.405625254,-0.166976928
ENSG00000015676.13,6.880288715,7.039693977,6.197097598,7.142553625,7.526315306,9.128791155,8.466323648,8.781400417,9.200045423,7.738640998,8.521237086,7.755531159,9.937793498,10.4472988,8.686620317,10.5049991,NUDCD3,-0.114314077,-0.405290044,0.081513605
ENSG00000187741.10,5.834295099,6.119458445,5.693590544,6.141724795,10.02636476,10.873359,10.00567681,9.921562135,8.889154677,8.652897021,8.644287572,8.860533105,9.819883014,10.13198506,10.34238485,10.60921382,FANCA,-0.143620436,-0.405202189,-0.177752861
ENSG00000063761.11,2.746481675,2.798502966,2.841138124,2.652636076,2.720239069,2.547218034,2.62531596,2.752768926,2.624790089,2.783873594,2.946817948,2.83234535,3.354866105,3.048188243,3.039435506,3.770943438,ADCK1,0.667340174,-0.404913186,-0.276213804
ENSG00000138686.5,3.25164565,3.704459683,2.778693998,3.415260809,3.761333422,5.181804733,4.845317728,4.59414326,7.343249312,8.771692384,7.83342024,8.70676231,9.820357271,11.17532655,11.24110685,8.953408807,BBS7,-0.125692141,-0.404854052,0.287357459
ENSG00000132405.14,4.234057768,4.719382323,3.791443274,4.313722666,3.826872495,6.355708445,6.953849121,6.834352665,8.899429633,8.046479702,8.795463269,7.657661804,9.022894685,8.726657813,11.39132981,8.850895758,TBC1D14,-0.088130094,-0.404557063,-0.486829838
ENSG00000138674.12,3.105669606,3.449275849,2.684285242,3.148597476,2.535250322,4.452151685,4.577539269,4.333558062,9.885932218,8.523339891,9.986156775,8.643087347,11.85794557,9.675521439,12.09824952,9.725823015,SEC31A,-0.184594303,-0.404477397,-0.195251659
ENSG00000107186.12,0.262910463,0.29242488,0.166236688,0.289800075,0.159844979,0.601642037,0.492934366,0.424353287,1.705174076,1.746058637,1.548734676,1.644776377,2.074421271,2.18375307,2.609839665,1.761736704,MPDZ,0.946797969,-0.404407283,-0.043247249
ENSG00000267317.1,10.31356106,9.701220929,12.51344145,10.59986872,13.67658166,10.05965677,11.30232174,11.35174974,8.133809901,7.696939412,11.16880012,6.471100364,8.971633734,9.545726907,8.017465483,10.93455665,CTB-25B13.12,-0.08190836,-0.404365571,-0.309257698
ENSG00000128683.9,1.35265224,1.31180948,1.32777325,1.271131092,1.644082993,1.771015787,1.547989026,1.488297599,0.979759156,0.993479824,0.760409174,0.876621757,1.609997585,1.753832241,1.055800031,1.27974839,GAD1,1.186892705,-0.404203488,0.731812215
ENSG00000164733.16,9.853455737,10.3500931,9.364372706,10.05055875,9.616120648,11.21967057,12.25425432,13.08127568,8.732521413,8.193002914,8.245487077,9.034994439,9.21260349,10.62397596,8.802294579,11.48517828,CTSB,-0.126881244,-0.403553544,-0.085585109
ENSG00000119862.8,4.42764294,3.985329215,4.031053847,4.587140238,4.465443394,5.435462947,5.252839626,4.928158704,4.188050316,5.231838979,3.522709949,4.349217921,5.407113557,6.981388537,5.175822807,5.483534915,LGALSL,0.317845265,-0.403471606,0.667428669
ENSG00000196756.7,19.79185765,18.34386332,21.88844956,22.37436916,15.06058528,12.50903214,13.2146633,12.75944938,10.56806379,8.125364372,10.7477798,8.858845721,11.79653968,10.23402211,10.49304721,11.1686351,SNHG17,-0.200619593,-0.40278268,-0.213088681
ENSG00000234769.4,33.32512465,31.86557364,33.41652006,33.3596393,43.89374724,38.05364186,35.36948727,35.98739833,22.16606039,19.40963138,18.71574276,20.24941764,22.39926089,21.00450831,23.51402949,24.15778711,WASH4P,-0.786501165,-0.402651668,-0.33004088
ENSG00000205659.6,2.21809488,2.659595956,1.814322878,2.246939875,1.75147183,2.956822142,2.959637068,2.795001693,3.330165238,4.182038512,3.700201675,4.364275172,4.097193153,4.819548859,4.323439132,5.33062587,LIN52,0.444286981,-0.402611638,-0.158442515
ENSG00000136100.8,1.286606795,1.360242385,1.121180041,1.444774578,1.651931898,2.753882839,2.716065898,2.536780391,5.597250347,6.367101413,4.98378767,5.98524124,7.052238308,7.193913851,9.004972857,5.721086515,VPS36,0.145082682,-0.402520907,0.133226771
ENSG00000162191.9,61.58107578,58.57054007,69.36045712,62.98654026,82.31935761,65.56407086,62.3724949,64.56354403,30.63335037,25.15700693,28.00127799,29.72171488,34.14683847,25.68862201,30.87186531,34.82958736,UBXN1,-1.052596434,-0.40249397,-0.483046815
ENSG00000198898.8,1.502624966,1.815816449,1.306679271,1.415877747,1.443952548,2.531788846,2.931493018,2.276538389,3.945941167,5.126206622,4.163817315,4.588113729,6.057034211,6.445654483,7.090747634,4.396540629,CAPZA2,0.297226273,-0.402362946,0.510947255
ENSG00000132535.14,4.652452163,4.431735158,3.617387909,4.493543962,3.098345389,4.299858842,3.558859157,3.815139743,2.276065523,2.384195969,2.025627799,3.090518225,2.214717025,3.460962958,2.740393702,3.406715151,DLG4,0.748596516,-0.402260689,-0.186181302
ENSG00000225536.2,4.326806089,4.841887027,3.470605789,4.189777083,5.799322828,8.145081364,7.007652077,8.201876955,6.59383263,4.557221644,8.820960466,6.003420461,6.898413197,6.41944751,7.271999173,7.021492632,RP6-145B8.3,0.135560719,-0.402168974,-0.680472145
ENSG00000158062.16,7.59824098,7.406490925,7.623986363,7.55325904,9.642994517,8.427021737,7.790299231,7.74841553,6.81066729,4.452179301,5.043830445,5.292556261,7.907820399,5.363668027,6.166315088,5.979413964,UBXN11,0.218665969,-0.401603618,-0.047699981
ENSG00000138061.7,0.071836702,0.118235655,0.076154986,0.052474862,0.019984833,0.049057241,0.08135131,0.069361337,0.686301967,1.074052344,0.819214969,0.680640666,1.248533981,1.67605331,1.378726914,0.932694696,CYP1B1,1.232615163,-0.401248496,0.558604582
ENSG00000153922.6,1.001347345,1.269725234,0.854965939,0.995835443,1.094686077,2.268809983,2.096209412,1.690473069,5.784423557,6.280054517,6.05294688,6.498305308,7.551047347,10.02384091,8.757414561,6.413404723,CHD1,0.06373514,-0.401126266,0.580960382
ENSG00000197321.10,0.326464783,0.396281763,0.257303383,0.370387552,0.295065495,0.629386973,0.547391641,0.560211439,0.950647692,0.989781055,0.974029033,1.161671438,1.009733346,1.160632546,1.362421111,1.38754997,SVIL,1.220586114,-0.400677516,-0.552832217
ENSG00000204599.10,3.12732033,3.323972932,3.124325943,2.942905055,2.544503342,2.969353474,3.02712483,2.809459347,3.03664985,2.927714196,3.898225115,2.92965223,3.174190286,3.092724563,4.681116956,3.287492926,TRIM39,0.615501419,-0.40035829,-0.820433528
ENSG00000130590.9,2.816537551,2.607595078,2.945024553,2.783012002,3.359493574,3.18565081,2.947946585,3.202551055,2.111147498,1.669029904,1.459971443,2.093732656,2.305705309,2.464269819,1.858190018,2.595442894,SAMD10,0.898500009,-0.400253962,0.099630522
ENSG00000162972.6,7.892190994,8.221896625,6.606483101,7.907857408,6.598209136,8.910303976,7.098897546,6.675003651,9.674557711,9.308367614,8.545305451,9.005130691,14.80144968,12.89283996,11.73726182,9.713064808,C2orf47,-0.247847059,-0.399965198,0.87800036
ENSG00000143363.11,7.826779728,8.485245805,7.252900295,8.051314235,6.353079956,8.536486558,8.648416392,8.14214945,12.70671554,11.75736565,13.13652981,12.26130609,13.33435684,14.08217895,15.67253322,14.03520141,PRUNE,-0.407998316,-0.399912232,-0.321131566
ENSG00000022976.11,4.258817464,4.294584375,4.159896756,4.425553553,3.589908914,4.19002758,3.88532506,4.047531059,5.600570117,4.64378572,5.520786115,5.42990335,5.987542785,4.932273816,6.77666456,5.842417319,ZNF839,0.261170869,-0.399870451,-0.63843411
ENSG00000228285.2,5.978566328,6.452745596,5.528892302,5.438386148,7.180113977,10.31969704,8.494953234,8.890996766,7.06224697,6.334861293,6.110352823,5.252992903,8.126286097,5.538346871,7.14442024,7.372567264,LYPLA2P1,0.135335559,-0.39953047,-0.380589259
ENSG00000261189.1,7.868781077,7.083986065,8.183627187,6.64749967,7.602748025,6.404313846,4.989483133,5.930739648,2.866481516,2.12792638,1.764440431,3.627066528,6.491736866,4.636834635,2.566520334,3.103267802,RP3-512B11.3,0.593308511,-0.39943197,1.819974209
ENSG00000271895.1,2.188380882,3.024317128,4.077814991,2.123560305,2.457808246,2.009465933,3.202107685,2.850163502,4.035569697,3.619920739,4.631004245,3.301881253,6.376009091,3.423705339,5.953683533,3.495142999,RP4-635E18.8,0.442066411,-0.399057575,-0.184744799
ENSG00000012211.8,6.317175041,5.779687326,5.155951532,6.090388525,7.463834844,8.615021632,7.073146764,7.308117257,2.145233273,3.199408745,2.504596917,2.999058543,2.8504953,3.688969559,2.806435984,4.085257138,PRICKLE3,0.671037485,-0.399020747,0.006300396
ENSG00000115289.8,8.49614873,7.764983116,8.619055576,9.615508801,11.45085006,9.990740426,9.47489626,9.089664992,6.37686018,5.210950946,6.044907912,5.198473442,6.454045405,6.431369156,6.54112572,6.759043535,PCGF1,0.18659642,-0.398989341,-0.274406416
ENSG00000226138.3,1.952222054,1.991821764,1.999656935,2.119801052,6.716880817,5.152526814,4.979255473,3.775266529,2.359506476,2.963080282,1.805095741,1.872034337,4.970544722,1.413009319,1.113914984,4.853386574,RP1-228P16.7,0.796089903,-0.398918898,0.110450154
ENSG00000184277.8,4.754029144,4.744236854,4.236525299,4.68586698,4.435351514,5.648643785,5.925906445,5.452262246,5.221661357,4.832542913,5.680341412,5.353262497,7.279392149,6.276816893,6.431833471,5.899755589,TM2D3,0.211391393,-0.398644581,0.142904643
ENSG00000150712.6,1.185806119,1.29535675,0.951962642,1.158012663,1.438512951,2.298135504,2.060393465,1.998482783,3.03923157,3.180568772,3.673345417,3.453726108,3.354227877,4.060395039,4.521148895,3.752984646,MTMR12,0.557027093,-0.398563519,-0.379247845
ENSG00000160993.3,7.683006134,7.665440471,7.783732482,7.230795423,11.12958278,10.37666276,9.934389985,9.652586601,5.770585388,4.63136918,4.550215387,5.722983865,6.539205334,5.494357171,6.362613008,5.836261436,ALKBH4,0.249746701,-0.398389557,-0.151058717
ENSG00000166164.11,8.165900473,8.814395774,7.639455331,7.919620094,9.347754459,12.03214612,11.24806072,11.04938979,10.98720917,11.51515884,10.49047162,11.24510216,14.05059275,13.95804283,13.58971033,12.845947,BRD7,-0.354137098,-0.398319661,0.26370259
ENSG00000158864.8,38.6220222,37.90043656,36.13710003,39.17041405,40.51380106,42.84810513,41.03291197,42.27339819,34.19153337,30.09868547,34.71998012,30.05465184,37.36236795,35.31003173,36.64799804,38.2521737,NDUFS2,-1.180931686,-0.398268432,-0.186224318
ENSG00000117408.6,5.131865927,6.187861131,5.918535446,5.177173649,6.735533455,6.766870778,6.614723917,6.376332698,10.2399703,7.496932051,10.7886698,7.997670992,10.42093905,8.445253416,11.29079831,9.552895209,IPO13,-0.133853061,-0.398178206,-0.650536869
ENSG00000100889.7,26.34213138,25.1460887,21.64397205,24.34300499,18.5197418,19.43897215,18.51487116,18.78497011,33.25298833,37.74084945,30.13635133,35.68015218,41.2583201,43.41638947,36.89720398,45.27770441,PCK2,-1.26414009,-0.397970202,0.338971962
ENSG00000130762.10,2.032281454,2.008781554,1.884907336,1.830624936,2.150787609,2.597388204,2.112328524,2.070908101,1.924929748,1.302078267,1.649668658,1.752571423,2.307124077,1.889769789,1.675978503,2.220590695,ARHGEF16,0.966459093,-0.397817488,-0.101373046
ENSG00000048028.7,3.504096647,3.730819608,2.543876049,3.573198882,2.806296851,5.653404905,5.60445981,5.3948057,6.891128653,7.902238234,6.301264445,8.691260658,8.501301734,10.99869258,8.875870922,9.205002091,USP28,-0.056973297,-0.397750567,0.412094204
ENSG00000175106.12,0.863921321,0.786596052,0.818793202,0.889772741,0.873588221,0.960077606,0.778551812,0.736802572,1.328515442,1.835466074,1.090343147,1.5750101,1.703035708,2.57576751,2.523168596,1.537447917,TVP23C,0.988089479,-0.397266946,0.374370083
ENSG00000215864.3,0.196370971,0.158492084,0.197642641,0.214678008,0.320496164,0.411427414,0.472998431,0.386811938,0.878154578,1.125296942,1.066373853,0.953854561,0.932734564,1.085169615,2.07286895,0.950694715,NBPF7,1.228392326,-0.396989051,-0.715219841
ENSG00000143398.15,13.18200151,15.55243193,9.771496572,13.22231439,8.743511882,18.02344672,15.95053869,14.95665606,30.98466362,29.25003115,33.25383776,28.45821227,35.45750803,34.99400582,38.25602416,33.71996599,PIP5K1A,-1.144489328,-0.396987961,-0.093724361
ENSG00000220583.1,317.6666889,279.2702758,335.562265,286.1305959,380.1101216,285.1348723,243.3379433,284.8454196,115.0971159,100.2059877,117.7737948,104.3156324,123.4492896,129.8411538,121.5732337,132.9815255,RPL35P2,-2.210374792,-0.396807418,-0.017029487
ENSG00000100209.5,7.370473724,7.209128037,8.170228312,8.167675893,7.181436212,6.094173339,5.564450816,5.823645581,7.02429274,5.277606741,4.899192817,6.430476362,8.034787347,8.389138775,6.660632549,6.889579501,HSCB,0.111282522,-0.396785399,0.554974908
ENSG00000114019.10,1.38745598,1.162421356,0.640675769,1.163420986,0.87928522,1.921864948,1.47340696,1.44482491,1.701494376,2.2104262,1.084746705,1.93475875,3.471680791,3.689314439,1.973550578,2.286678617,AMOTL2,0.829016716,-0.396655327,1.596355208
ENSG00000108262.11,9.669320861,9.48889562,9.743301461,10.29963744,10.19869251,11.05671353,11.6416071,12.24332,10.28049743,9.137810568,10.44681141,10.0721095,8.878956237,10.50967996,10.2582971,13.45684327,GIT1,-0.199230059,-0.396629293,-0.756660712
ENSG00000125812.11,2.971844353,3.010557723,2.548649331,2.915223813,1.582771118,2.644863128,2.942079406,2.523829225,4.312808561,3.725323344,4.154840933,4.118816222,4.611967396,4.766945725,5.957367341,4.098404999,GZF1,0.414374316,-0.396502567,-0.261689701
ENSG00000124523.10,3.334669226,3.512782655,2.971374898,3.20664476,2.766006592,3.358791656,3.260128562,3.409291432,4.382141536,5.485515136,4.461626357,4.783835883,5.632877322,5.695733168,6.059714112,5.770843758,SIRT5,0.29034192,-0.396393375,-0.021425439
ENSG00000239881.1,10.95685422,8.076991526,10.65711511,6.424347147,7.526143566,4.229533463,5.891599054,6.301113148,15.33394932,4.742968438,10.33761657,5.418749994,10.48358688,5.805255154,5.824567505,10.87626389,RPS27P25,-0.003347713,-0.396324395,-1.006543183
ENSG00000141012.8,0.810619838,0.826089956,0.890459356,0.906366869,1.372574111,1.4540091,1.509692244,1.587930482,1.128249609,0.824628457,0.799209254,0.973894559,1.320430352,1.219944013,1.134331897,1.244068321,GALNS,1.228270428,-0.395937203,-0.033703041
ENSG00000112149.5,3.264671643,3.965514971,2.981464026,2.981569974,5.279640202,7.381879554,4.467667703,4.298166152,4.333623711,4.333357161,4.710342912,4.896759991,6.426553311,6.878055884,5.785505828,5.037705479,CD83,0.279990703,-0.395807569,0.597766716
ENSG00000125746.10,8.090717307,7.76672881,6.851694161,8.153044714,7.061074468,9.304737045,7.349671696,7.700586589,3.970305741,5.610128864,3.157161616,5.525278389,4.562826945,6.359572828,5.290554385,6.216320496,EML2,0.323880689,-0.395397707,0.170520904
ENSG00000141696.8,13.9440966,14.51914814,14.72598037,13.19296808,18.72596468,18.18520708,17.1400565,18.31773956,12.90788837,12.16786994,13.34612498,13.0574395,13.17421067,13.96083432,13.40629445,16.97223684,LEPREL4,-0.420503549,-0.3953705,-0.433116244
ENSG00000235999.1,1.215615692,1.454291469,1.210110774,1.21387658,1.306537124,1.283299232,1.402735995,1.580037436,1.237493427,1.902919059,1.91598279,1.797096407,3.176484595,2.382051964,2.295136009,1.961728203,RP11-403I13.8,0.889753903,-0.395276301,0.633662937
ENSG00000159110.15,3.671162732,3.854136262,3.590261311,3.442560059,4.337551599,4.82067814,4.560454115,4.656029091,2.758382733,3.139775205,3.250267753,3.905346015,5.657592401,6.3227114,4.086286305,3.604082152,IFNAR2,0.459286718,-0.395243249,1.338986014
ENSG00000133895.10,19.34576478,20.55267798,19.00177643,19.38383397,23.62401626,27.37307041,23.96189416,26.29010565,19.41108074,15.7244037,18.9777376,17.05729261,19.23791278,19.02337841,18.88408581,22.02162343,MEN1,-0.678968823,-0.394899399,-0.380205095
ENSG00000266701.1,33.27142319,31.90285751,35.93754931,28.57521363,31.64369181,36.47508395,42.28626638,32.91560505,46.02764096,48.00809516,35.48554065,29.72425253,45.09860089,66.23911979,37.9002781,55.62392212,AC005702.4,-1.409157422,-0.394382027,0.862017435
ENSG00000237842.2,4.474254326,4.958220765,3.419802179,4.929917087,5.414036101,8.048269,6.862279151,7.008809435,9.402271136,8.433871506,9.795385638,8.471841872,9.803968334,10.98658585,10.82629324,10.36514791,RP11-110J1.2,-0.165314219,-0.394366686,-0.166530777
ENSG00000213918.6,1.505136469,1.535377116,1.453758551,1.515761634,2.081223717,1.994701587,1.879408864,1.980720708,1.729453118,1.942651171,1.748220886,1.939242812,2.133447615,2.503711551,2.00439446,2.614493839,DNASE1,0.896095195,-0.394236602,-0.003787664
ENSG00000168067.7,4.135191359,4.425436011,3.892399893,3.675863595,5.671235553,6.091138053,6.12514636,6.170027969,2.015629671,2.733064323,2.570032173,2.580108206,3.078591368,3.5089417,3.098141113,3.070207806,MAP4K2,0.707090093,-0.393973059,0.216839019
ENSG00000160404.13,11.30066705,11.5738596,11.75798763,11.14670947,11.27353144,9.683918459,9.61121508,10.59671241,7.872385994,6.999433801,6.475935271,6.387910961,8.010210388,7.673064282,8.337662442,8.122794606,TOR2A,0.037067315,-0.39382591,-0.195519571
ENSG00000141458.8,2.908605805,3.098562886,2.390342692,3.068888209,1.631525983,2.960757161,3.212433062,3.112787041,5.404395629,5.081577509,5.16262385,5.885455804,4.845104559,6.270001558,6.501549719,6.603344744,NPC1,0.243366389,-0.393568838,-0.54579948
ENSG00000136161.8,0.074390874,0.149893269,0.083412467,0.137941573,0.084055158,0.141239289,0.172807747,0.159939772,1.637758897,0.826355084,1.109370793,1.370460123,1.902633479,1.149357434,2.174569892,0.997338545,RCBTB2,1.124619836,-0.393546592,-0.325766818
ENSG00000254612.2,30.57907607,37.3556152,20.08902705,32.82402144,21.92108299,49.81900204,43.79575954,41.16668664,50.74783282,47.1126342,57.61709908,51.15043686,61.12658787,57.97146859,61.98891847,58.5256867,RP11-676M6.1,-1.579507227,-0.393474073,-0.088174078
ENSG00000260778.2,2.543595662,2.098505762,3.152991249,2.597899622,3.775477514,2.385715824,2.661239301,3.201994232,0.537389638,1.446121397,1.370399215,1.065913429,1.10986953,0.804550204,1.902748656,1.260525106,MIR940,1.214621606,-0.393124448,-0.942300172
ENSG00000003756.12,10.97624148,11.38348533,9.69963577,12.06057444,10.33747513,13.34319902,12.40715203,12.19308132,18.32003848,17.81522624,17.74592965,18.64748787,20.26796463,22.33257958,21.06253367,21.88636095,RBM5,-0.726946179,-0.393017972,0.007556752
ENSG00000130023.11,3.03350486,2.89910428,2.863739732,2.941520484,2.978494162,2.844085155,3.370797828,3.561792125,3.819836172,4.296899564,3.211889951,3.849758686,5.552219576,4.286560381,5.409995002,4.04596101,ERMARD,0.432921014,-0.392700032,0.206551085
ENSG00000225151.6,29.81388203,29.61896302,28.3178811,31.5543699,31.31212233,34.43017977,32.91814865,33.10737813,22.76761418,22.83821321,23.0158098,23.48623369,24.95699925,24.74421563,27.73809866,27.33403456,AC103965.1,-0.899705634,-0.39267089,-0.319569451
ENSG00000164695.4,1.956463433,1.774719858,1.586915478,1.931871974,1.339056626,1.760900299,1.85823893,1.728686653,2.916380352,2.784778253,2.399055432,3.312176508,3.264182197,4.084551054,4.55236638,2.80082048,CHMP4C,0.623159482,-0.392541234,0.122979069
ENSG00000154553.9,1.292321894,1.270737209,0.961354489,1.271520835,0.895019253,1.84823284,1.738578533,1.816876219,1.108033586,1.870889728,1.385098217,1.379003512,1.386512752,1.72394132,1.692378755,2.152157011,PDLIM3,1.053054198,-0.392192617,-0.383075342
ENSG00000139746.11,3.060169767,3.678948646,3.121835056,3.070518022,3.615320965,5.729399758,5.650921588,4.861785975,9.353567189,13.18332744,9.580738803,11.10080242,11.84402351,16.64116963,15.9216471,11.58034998,RBM26,-0.35166131,-0.392097523,0.473124527
ENSG00000163870.10,14.31144331,14.09553811,16.17096573,14.3227543,14.87913818,12.29460453,12.72491661,13.50430737,10.61777914,8.276189754,10.02139359,9.852387611,10.07215857,8.892213818,12.04180508,10.70211377,TPRA1,-0.17574239,-0.391865123,-0.785581974
ENSG00000103126.10,8.606636878,8.379786138,7.986629511,8.820190886,8.250333162,9.19663384,8.284927782,8.323789531,6.600315191,5.888958808,6.965784177,6.127305657,6.464726885,6.786672247,6.420149509,8.592411326,AXIN1,0.123146089,-0.391721438,-0.537758086
ENSG00000149218.4,1.63320268,1.97125855,1.587097034,1.619962444,2.22470289,2.619964516,2.601969599,2.266005667,3.052507674,3.158066119,3.390668423,2.878747063,5.035734034,4.579392267,3.226954907,4.014250407,ENDOD1,0.53344236,-0.391608669,0.708732602
ENSG00000122687.13,14.24772699,16.48369891,15.62905145,14.82475524,13.4584868,16.43097851,16.24690764,16.14509269,18.34537041,14.57202787,18.66578241,16.04996082,19.78629472,16.67669197,20.41262926,18.45649492,FTSJ2,-0.636752104,-0.391582719,-0.429920049
ENSG00000172830.8,7.196660529,7.40920318,6.797050774,6.99242414,7.766637348,9.736104916,9.665854898,9.287365628,5.062473109,4.800545808,4.180326087,5.761865641,5.884960489,5.558121249,4.666144282,7.150956023,SSH3,0.280526691,-0.391435422,-0.072822446
ENSG00000162614.14,0.37353842,0.349915585,0.287713482,0.394672796,0.59752662,0.756157163,0.801160483,0.783026937,0.683358796,1.362167406,1.403789854,0.922454636,1.364294638,1.743037447,1.702671087,1.253563196,NEXN,1.144675666,-0.39142458,0.141676505
ENSG00000266356.1,27.02001405,33.18893471,16.44173467,25.7490936,18.2533417,48.69126809,51.47903502,40.32517848,51.86624236,47.03546363,62.49850966,45.2205697,52.97104573,51.76752323,65.92351403,55.53362355,RP11-578C11.2,-1.541402217,-0.391102758,-0.613388884
ENSG00000170390.10,0.905961717,0.872462485,0.81601837,1.000699588,1.182195322,1.517935635,1.419559392,1.337741405,0.74530198,1.234225098,1.169598285,1.383544646,1.420864976,1.92646731,1.263067545,1.696491274,DCLK2,1.122059864,-0.390451122,0.291639526
ENSG00000109534.12,7.234308752,8.867185313,11.02126516,7.565292918,9.102272582,8.722155088,8.667560364,8.152372077,8.420770249,11.17604017,9.531753719,12.39913492,14.21480475,17.62423077,13.79226306,11.34895001,GAR1,-0.354851365,-0.390359293,1.041378531
ENSG00000253223.1,1.854740738,1.671992177,1.35178577,1.755905067,1.263898065,1.959594564,1.963257616,1.902574346,1.838415275,1.917517683,2.180534553,2.459267709,2.648982316,2.090950955,3.229431068,2.129134541,RP11-409C19.2,0.843869044,-0.390328795,-0.39728271
ENSG00000108433.11,3.125713145,3.20617658,3.301411141,3.219228578,3.057342786,2.95921121,2.959292942,2.71976435,4.503281687,3.416890981,4.815801582,3.617728733,5.280350215,4.414160043,5.029209393,4.333578829,GOSR2,0.418606531,-0.390147464,-0.201670624
ENSG00000127804.8,2.330987079,3.016192703,2.501094904,2.849721994,3.471822689,3.920740594,3.907749123,3.595884321,4.961460562,4.512137603,3.983575959,4.394377446,4.955032019,6.197375997,5.380306624,5.339394285,METTL16,0.331925846,-0.390055228,0.122997334
ENSG00000103226.13,24.44035263,26.95594954,21.74755937,24.46179458,26.7301534,35.33686998,32.16446606,33.07611721,35.08398704,30.4614295,34.93736507,33.01590918,35.2037035,39.14809714,36.67313574,40.98069428,NOMO3,-1.207069739,-0.390008739,-0.199461639
ENSG00000166889.13,5.510267184,5.397536529,4.119694555,5.076989352,5.296002183,9.088929287,7.779761942,7.294061146,9.848374857,9.34934648,10.20271506,9.400868085,14.84807221,15.31784015,11.76875396,10.52862808,PATL1,-0.299302753,-0.389958209,0.973316679
ENSG00000228847.1,85.38069535,76.83205655,86.92135135,83.84548602,82.37405486,68.25439838,71.55104756,72.10084915,39.91610813,31.11839007,33.04184775,33.36901206,39.88131177,39.42296,34.53136449,44.11837871,ATP5G2P4,-1.236831657,-0.389927538,-0.022336539
ENSG00000164077.9,4.133755136,4.852274552,4.381670712,3.978306091,4.651175915,4.352260037,3.929705446,4.092931221,5.586477035,2.992734472,5.738010416,4.270720544,5.288129737,5.072469255,5.311343577,4.724960235,MON1A,0.35936066,-0.389704822,-0.393202009
ENSG00000226210.3,87.59570323,82.71515667,91.4370033,85.86869236,122.0990222,97.82680453,88.82803226,93.76509176,45.79494308,45.06472598,44.84028693,43.97992832,53.03673722,49.42033144,49.03187694,56.7425742,ABC7-42389800N19.1,-1.464125692,-0.389415166,-0.06306769
ENSG00000165169.6,0.757756675,1.082147372,0.853105849,0.82738966,1.425257305,2.016396226,1.911583999,1.398172803,2.148883864,4.448207687,1.967135094,3.387994347,4.130832669,6.296894637,4.812280551,3.101857134,DYNLT3,0.525141373,-0.389201457,1.384200446
ENSG00000085511.15,1.842221313,2.223407833,1.66976855,1.83610344,2.021843908,2.72459101,2.281248344,2.301729361,4.947623471,4.542706968,5.356253248,4.814229224,5.191096755,5.671949399,6.693263684,5.217361702,MAP3K4,0.293513505,-0.389197508,-0.371573113
ENSG00000164406.7,0.930379647,1.031160102,0.844633599,0.815031081,0.729264415,0.674368774,0.739372854,0.656943469,1.605837921,1.047594526,1.954457093,1.266834047,1.130636319,1.056378693,1.550680817,1.9755551,LEAP2,1.121512854,-0.389056675,-1.412969387
ENSG00000183486.8,0.160895376,0.138877561,0.001085787,0.001710092,0.437661013,0.61390675,0.001124726,0.001665559,0.013324272,0.023903841,0,0.00660718,3.80582054,4.18915704,0,0,MX2,1.386904555,-0.388972575,5.73609617
ENSG00000104059.4,0.930946296,0.935383927,0.869407616,0.918283726,1.16554212,1.663774134,1.344199628,1.456320127,1.218858494,1.192713289,0.807328663,1.240201648,1.235768165,1.706313868,1.08358114,1.833650033,FAM189A1,1.149216605,-0.388878676,0.048106275
ENSG00000223804.1,1.555811187,1.458427041,1.200947359,1.521971512,1.275870432,1.957443281,1.568039681,1.730821872,0.856829763,1.352699784,0.961402027,0.849761779,1.274118086,1.91564559,1.051716685,1.632590712,RP6-206I17.1,1.164301908,-0.388729366,0.443712473
ENSG00000043143.16,0.757436569,0.767336616,0.634629219,0.618429436,0.846851673,0.921629607,0.775958942,0.735680831,0.951258946,0.89315577,0.81615997,0.8376088,1.244879487,1.073675267,1.091237286,1.20308164,PHF15,1.256012624,-0.388686634,-0.1104552
ENSG00000240068.1,43.90862157,38.19503959,50.46912657,40.20521188,38.57585274,27.23673704,31.77623484,32.67914237,23.26758153,16.62901089,26.04939888,19.69872339,26.25415508,16.99265517,20.09368192,26.8279531,RPL21P42,-0.790340103,-0.388658018,-0.753297776
